pruid,prname,date,reporting_year,numtotal_last7,ratecases_total,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7,totalcases,Population,Land_Area_Square_Kilometres,numtotal_atleast1dose,numtotal_partially,numtotal_fully
59,British Columbia,2020-02-01,2020,1,0.02,0,0,0.0,0.02,0.0,0.0,0.0,0.0,1,5138710.0,920686.55,0.0,0.0,0.0
48,Alberta,2020-02-01,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4401362.0,634658.27,0.0,0.0,0.0
47,Saskatchewan,2020-02-01,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1179135.0,577060.4,0.0,0.0,0.0
46,Manitoba,2020-02-01,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1377248.0,540310.19,0.0,0.0,0.0
35,Ontario,2020-02-01,2020,3,0.02,0,0,0.0,0.02,0.0,0.0,0.0,0.0,3,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2020-02-01,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8559876.0,1298599.75,0.0,0.0,0.0
10,Newfoundland and Labrador,2020-02-01,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,523345.0,358170.37,0.0,0.0,0.0
13,New Brunswick,2020-02-01,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,780677.0,71248.5,0.0,0.0,0.0
12,Nova Scotia,2020-02-01,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,977498.0,52824.71,0.0,0.0,0.0
11,Prince Edward Island,2020-02-01,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,159369.0,5681.18,0.0,0.0,0.0
60,Yukon,2020-02-01,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2020-02-01,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,45270.0,1127711.92,0.0,0.0,0.0
62,Nunavut,2020-02-01,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,38720.0,1836993.78,0.0,0.0,0.0
99,Repatriated travellers,2020-02-01,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1,Canada,2020-02-01,2020,4,0.01,0,0,0.0,0.01,0.0,0.0,0.0,0.0,4,37909001.0,8788702.8,0.0,0.0,0.0
59,British Columbia,2020-02-08,2020,3,0.08,0,0,0.0,0.06,0.0,0.01,0.0,0.0,4,5138710.0,920686.55,0.0,0.0,0.0
48,Alberta,2020-02-08,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4401362.0,634658.27,0.0,0.0,0.0
47,Saskatchewan,2020-02-08,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1179135.0,577060.4,0.0,0.0,0.0
46,Manitoba,2020-02-08,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1377248.0,540310.19,0.0,0.0,0.0
35,Ontario,2020-02-08,2020,0,0.02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2020-02-08,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8559876.0,1298599.75,0.0,0.0,0.0
10,Newfoundland and Labrador,2020-02-08,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,523345.0,358170.37,0.0,0.0,0.0
13,New Brunswick,2020-02-08,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,780677.0,71248.5,0.0,0.0,0.0
12,Nova Scotia,2020-02-08,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,977498.0,52824.71,0.0,0.0,0.0
11,Prince Edward Island,2020-02-08,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,159369.0,5681.18,0.0,0.0,0.0
60,Yukon,2020-02-08,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2020-02-08,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,45270.0,1127711.92,0.0,0.0,0.0
62,Nunavut,2020-02-08,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,38720.0,1836993.78,0.0,0.0,0.0
99,Repatriated travellers,2020-02-08,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1,Canada,2020-02-08,2020,3,0.02,0,0,0.0,0.01,0.0,0.0,0.0,0.0,7,37909001.0,8788702.8,0.0,0.0,0.0
59,British Columbia,2020-02-15,2020,0,0.08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5138710.0,920686.55,0.0,0.0,0.0
48,Alberta,2020-02-15,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4401362.0,634658.27,0.0,0.0,0.0
47,Saskatchewan,2020-02-15,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1179135.0,577060.4,0.0,0.0,0.0
46,Manitoba,2020-02-15,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1377248.0,540310.19,0.0,0.0,0.0
35,Ontario,2020-02-15,2020,0,0.02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2020-02-15,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8559876.0,1298599.75,0.0,0.0,0.0
10,Newfoundland and Labrador,2020-02-15,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,523345.0,358170.37,0.0,0.0,0.0
13,New Brunswick,2020-02-15,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,780677.0,71248.5,0.0,0.0,0.0
12,Nova Scotia,2020-02-15,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,977498.0,52824.71,0.0,0.0,0.0
11,Prince Edward Island,2020-02-15,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,159369.0,5681.18,0.0,0.0,0.0
60,Yukon,2020-02-15,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2020-02-15,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,45270.0,1127711.92,0.0,0.0,0.0
62,Nunavut,2020-02-15,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,38720.0,1836993.78,0.0,0.0,0.0
99,Repatriated travellers,2020-02-15,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1,Canada,2020-02-15,2020,0,0.02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,37909001.0,8788702.8,0.0,0.0,0.0
59,British Columbia,2020-02-22,2020,2,0.12,0,0,0.0,0.04,0.0,0.01,0.0,0.0,6,5138710.0,920686.55,0.0,0.0,0.0
48,Alberta,2020-02-22,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4401362.0,634658.27,0.0,0.0,0.0
47,Saskatchewan,2020-02-22,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1179135.0,577060.4,0.0,0.0,0.0
46,Manitoba,2020-02-22,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1377248.0,540310.19,0.0,0.0,0.0
35,Ontario,2020-02-22,2020,0,0.02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2020-02-22,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8559876.0,1298599.75,0.0,0.0,0.0
10,Newfoundland and Labrador,2020-02-22,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,523345.0,358170.37,0.0,0.0,0.0
13,New Brunswick,2020-02-22,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,780677.0,71248.5,0.0,0.0,0.0
12,Nova Scotia,2020-02-22,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,977498.0,52824.71,0.0,0.0,0.0
11,Prince Edward Island,2020-02-22,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,159369.0,5681.18,0.0,0.0,0.0
60,Yukon,2020-02-22,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2020-02-22,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,45270.0,1127711.92,0.0,0.0,0.0
62,Nunavut,2020-02-22,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,38720.0,1836993.78,0.0,0.0,0.0
99,Repatriated travellers,2020-02-22,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1,Canada,2020-02-22,2020,2,0.02,0,0,0.0,0.01,0.0,0.0,0.0,0.0,9,37909001.0,8788702.8,0.0,0.0,0.0
59,British Columbia,2020-02-29,2020,1,0.14,0,0,0.0,0.02,0.0,0.0,0.0,0.0,7,5138710.0,920686.55,0.0,0.0,0.0
48,Alberta,2020-02-29,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4401362.0,634658.27,0.0,0.0,0.0
47,Saskatchewan,2020-02-29,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1179135.0,577060.4,0.0,0.0,0.0
46,Manitoba,2020-02-29,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1377248.0,540310.19,0.0,0.0,0.0
35,Ontario,2020-02-29,2020,5,0.05,0,0,0.0,0.03,0.0,0.0,0.0,0.0,8,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2020-02-29,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8559876.0,1298599.75,0.0,0.0,0.0
10,Newfoundland and Labrador,2020-02-29,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,523345.0,358170.37,0.0,0.0,0.0
13,New Brunswick,2020-02-29,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,780677.0,71248.5,0.0,0.0,0.0
12,Nova Scotia,2020-02-29,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,977498.0,52824.71,0.0,0.0,0.0
11,Prince Edward Island,2020-02-29,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,159369.0,5681.18,0.0,0.0,0.0
60,Yukon,2020-02-29,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2020-02-29,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,45270.0,1127711.92,0.0,0.0,0.0
62,Nunavut,2020-02-29,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,38720.0,1836993.78,0.0,0.0,0.0
99,Repatriated travellers,2020-02-29,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1,Canada,2020-02-29,2020,6,0.04,0,0,0.0,0.02,0.0,0.0,0.0,0.0,15,37909001.0,8788702.8,0.0,0.0,0.0
59,British Columbia,2020-03-07,2020,20,0.51,0,0,0.0,0.38,0.0,0.05,0.0,0.0,27,5138710.0,920686.55,0.0,0.0,0.0
48,Alberta,2020-03-07,2020,2,0.04,0,0,0.0,0.04,0.0,0.01,0.0,0.0,2,4401362.0,634658.27,0.0,0.0,0.0
47,Saskatchewan,2020-03-07,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1179135.0,577060.4,0.0,0.0,0.0
46,Manitoba,2020-03-07,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1377248.0,540310.19,0.0,0.0,0.0
35,Ontario,2020-03-07,2020,20,0.19,0,0,0.0,0.13,0.0,0.02,0.0,0.0,28,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2020-03-07,2020,1,0.01,0,0,0.0,0.01,0.0,0.0,0.0,0.0,1,8559876.0,1298599.75,0.0,0.0,0.0
10,Newfoundland and Labrador,2020-03-07,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,523345.0,358170.37,0.0,0.0,0.0
13,New Brunswick,2020-03-07,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,780677.0,71248.5,0.0,0.0,0.0
12,Nova Scotia,2020-03-07,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,977498.0,52824.71,0.0,0.0,0.0
11,Prince Edward Island,2020-03-07,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,159369.0,5681.18,0.0,0.0,0.0
60,Yukon,2020-03-07,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2020-03-07,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,45270.0,1127711.92,0.0,0.0,0.0
62,Nunavut,2020-03-07,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,38720.0,1836993.78,0.0,0.0,0.0
99,Repatriated travellers,2020-03-07,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
1,Canada,2020-03-07,2020,43,0.15,0,0,0.0,0.11,0.0,0.02,0.0,0.0,58,37909001.0,8788702.8,0.0,0.0,0.0
59,British Columbia,2020-03-14,2020,37,1.21,1,1,0.02,0.7,0.02,0.1,0.14,0.0,64,5138710.0,920686.55,0.0,0.0,0.0
48,Alberta,2020-03-14,2020,54,1.23,0,0,0.0,1.19,0.0,0.17,0.0,0.0,56,4401362.0,634658.27,0.0,0.0,0.0
47,Saskatchewan,2020-03-14,2020,2,0.17,0,0,0.0,0.17,0.0,0.02,0.0,0.0,2,1179135.0,577060.4,0.0,0.0,0.0
46,Manitoba,2020-03-14,2020,4,0.28,0,0,0.0,0.28,0.0,0.04,0.0,0.0,4,1377248.0,540310.19,0.0,0.0,0.0
35,Ontario,2020-03-14,2020,51,0.52,0,0,0.0,0.34,0.0,0.05,0.0,0.0,79,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2020-03-14,2020,6,0.08,0,0,0.0,0.07,0.0,0.01,0.0,0.0,7,8559876.0,1298599.75,0.0,0.0,0.0
10,Newfoundland and Labrador,2020-03-14,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,523345.0,358170.37,0.0,0.0,0.0
13,New Brunswick,2020-03-14,2020,2,0.25,0,0,0.0,0.25,0.0,0.04,0.0,0.0,2,780677.0,71248.5,0.0,0.0,0.0
12,Nova Scotia,2020-03-14,2020,2,0.21,0,0,0.0,0.21,0.0,0.03,0.0,0.0,2,977498.0,52824.71,0.0,0.0,0.0
11,Prince Edward Island,2020-03-14,2020,1,0.33,0,0,0.0,0.33,0.0,0.05,0.0,0.0,1,159369.0,5681.18,0.0,0.0,0.0
60,Yukon,2020-03-14,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2020-03-14,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,45270.0,1127711.92,0.0,0.0,0.0
62,Nunavut,2020-03-14,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,38720.0,1836993.78,0.0,0.0,0.0
99,Repatriated travellers,2020-03-14,2020,2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0
1,Canada,2020-03-14,2020,161,0.56,1,1,0.0,0.41,0.0,0.06,0.14,0.0,219,37909001.0,8788702.8,0.0,0.0,0.0
59,British Columbia,2020-03-21,2020,360,7.98,10,9,0.19,6.77,0.17,0.97,1.29,0.02,424,5138710.0,920686.55,0.0,0.0,0.0
48,Alberta,2020-03-21,2020,188,5.37,1,1,0.02,4.14,0.02,0.59,0.14,0.0,244,4401362.0,634658.27,0.0,0.0,0.0
47,Saskatchewan,2020-03-21,2020,42,3.68,0,0,0.0,3.52,0.0,0.5,0.0,0.0,44,1179135.0,577060.4,0.0,0.0,0.0
46,Manitoba,2020-03-21,2020,15,1.35,0,0,0.0,1.06,0.0,0.15,0.0,0.0,19,1377248.0,540310.19,0.0,0.0,0.0
35,Ontario,2020-03-21,2020,298,2.5,0,0,0.0,1.97,0.0,0.28,0.0,0.0,377,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2020-03-21,2020,281,3.31,5,5,0.06,3.23,0.06,0.46,0.71,0.01,288,8559876.0,1298599.75,0.0,0.0,0.0
10,Newfoundland and Labrador,2020-03-21,2020,6,1.14,0,0,0.0,1.14,0.0,0.16,0.0,0.0,6,523345.0,358170.37,0.0,0.0,0.0
13,New Brunswick,2020-03-21,2020,15,2.09,0,0,0.0,1.85,0.0,0.26,0.0,0.0,17,780677.0,71248.5,0.0,0.0,0.0
12,Nova Scotia,2020-03-21,2020,28,2.96,0,0,0.0,2.75,0.0,0.39,0.0,0.0,30,977498.0,52824.71,0.0,0.0,0.0
11,Prince Edward Island,2020-03-21,2020,2,1.26,0,0,0.0,0.92,0.0,0.13,0.0,0.0,2,159369.0,5681.18,0.0,0.0,0.0
60,Yukon,2020-03-21,2020,1,1.52,0,0,0.0,1.52,0.0,0.22,0.0,0.0,1,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2020-03-21,2020,1,1.57,0,0,0.0,1.57,0.0,0.22,0.0,0.0,1,45270.0,1127711.92,0.0,0.0,0.0
62,Nunavut,2020-03-21,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,38720.0,1836993.78,0.0,0.0,0.0
99,Repatriated travellers,2020-03-21,2020,11,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0
1,Canada,2020-03-21,2020,1247,3.77,16,15,0.04,3.2,0.04,0.46,2.14,0.01,1466,37909001.0,8788702.8,0.0,0.0,0.0
59,British Columbia,2020-03-28,2020,460,16.62,16,6,0.3,8.65,0.11,1.24,0.86,0.02,884,5138710.0,920686.55,0.0,0.0,0.0
48,Alberta,2020-03-28,2020,421,14.64,1,0,0.02,9.27,0.0,1.32,0.0,0.0,665,4401362.0,634658.27,0.0,0.0,0.0
47,Saskatchewan,2020-03-28,2020,90,11.22,0,0,0.0,7.53,0.0,1.08,0.0,0.0,134,1179135.0,577060.4,0.0,0.0,0.0
46,Manitoba,2020-03-28,2020,45,4.54,1,1,0.07,3.19,0.07,0.46,0.14,0.01,64,1377248.0,540310.19,0.0,0.0,0.0
35,Ontario,2020-03-28,2020,616,6.57,0,0,0.0,4.08,0.0,0.58,0.0,0.0,993,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2020-03-28,2020,2080,27.23,44,39,0.51,23.92,0.45,3.42,5.57,0.06,2368,8559876.0,1298599.75,0.0,0.0,0.0
10,Newfoundland and Labrador,2020-03-28,2020,114,22.81,0,0,0.08,21.67,0.08,3.1,0.06,0.01,120,523345.0,358170.37,0.0,0.0,0.0
13,New Brunswick,2020-03-28,2020,34,6.28,0,0,0.0,4.19,0.0,0.6,0.0,0.0,51,780677.0,71248.5,0.0,0.0,0.0
12,Nova Scotia,2020-03-28,2020,72,10.04,0,0,0.0,7.09,0.0,1.01,0.0,0.0,102,977498.0,52824.71,0.0,0.0,0.0
11,Prince Edward Island,2020-03-28,2020,11,7.78,0,0,0.0,6.53,0.0,0.93,0.0,0.0,13,159369.0,5681.18,0.0,0.0,0.0
60,Yukon,2020-03-28,2020,3,8.37,0,0,0.0,6.85,0.0,0.98,0.0,0.0,4,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2020-03-28,2020,0,2.19,0,0,0.0,0.63,0.0,0.09,0.0,0.0,1,45270.0,1127711.92,0.0,0.0,0.0
62,Nunavut,2020-03-28,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,38720.0,1836993.78,0.0,0.0,0.0
99,Repatriated travellers,2020-03-28,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0
1,Canada,2020-03-28,2020,3947,13.9,62,46,0.16,10.14,0.12,1.45,6.63,0.02,5413,37909001.0,8788702.8,0.0,0.0,0.0
59,British Columbia,2020-04-04,2020,319,22.62,38,22,0.71,6.0,0.41,0.86,3.14,0.06,1203,5138710.0,920686.55,0.0,0.0,0.0
48,Alberta,2020-04-04,2020,566,27.1,23,22,0.51,12.46,0.48,1.78,3.14,0.07,1231,4401362.0,634658.27,0.0,0.0,0.0
47,Saskatchewan,2020-04-04,2020,97,19.33,3,3,0.25,8.12,0.25,1.16,0.43,0.04,231,1179135.0,577060.4,0.0,0.0,0.0
46,Manitoba,2020-04-04,2020,130,13.77,2,1,0.14,9.22,0.07,1.32,0.14,0.01,194,1377248.0,540310.19,0.0,0.0,0.0
35,Ontario,2020-04-04,2020,2637,24.02,94,94,0.62,17.45,0.62,2.49,13.43,0.09,3630,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2020-04-04,2020,4381,77.61,203,159,2.33,50.38,1.83,7.2,22.71,0.26,6749,8559876.0,1298599.75,0.0,0.0,0.0
10,Newfoundland and Labrador,2020-04-04,2020,75,37.07,1,1,0.27,14.26,0.19,2.04,0.14,0.03,195,523345.0,358170.37,0.0,0.0,0.0
13,New Brunswick,2020-04-04,2020,47,12.07,0,0,0.0,5.79,0.0,0.83,0.0,0.0,98,780677.0,71248.5,0.0,0.0,0.0
12,Nova Scotia,2020-04-04,2020,143,24.08,0,0,0.0,14.04,0.0,2.01,0.0,0.0,246,977498.0,52824.71,0.0,0.0,0.0
11,Prince Edward Island,2020-04-04,2020,8,12.64,0,0,0.0,4.85,0.0,0.69,0.0,0.0,22,159369.0,5681.18,0.0,0.0,0.0
60,Yukon,2020-04-04,2020,3,14.46,0,0,0.0,6.09,0.0,0.87,0.0,0.0,6,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2020-04-04,2020,3,8.46,0,0,0.0,6.26,0.0,0.89,0.0,0.0,4,45270.0,1127711.92,0.0,0.0,0.0
62,Nunavut,2020-04-04,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,38720.0,1836993.78,0.0,0.0,0.0
99,Repatriated travellers,2020-04-04,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0
1,Canada,2020-04-04,2020,8409,35.5,364,302,0.94,21.6,0.78,3.09,43.14,0.11,13822,37909001.0,8788702.8,0.0,0.0,0.0
59,British Columbia,2020-04-11,2020,242,27.17,58,20,1.09,4.55,0.38,0.65,2.86,0.05,1445,5138710.0,920686.55,0.0,0.0,0.0
48,Alberta,2020-04-11,2020,320,34.14,45,22,0.99,7.04,0.48,1.01,3.14,0.07,1551,4401362.0,634658.27,0.0,0.0,0.0
47,Saskatchewan,2020-04-11,2020,58,24.19,4,1,0.33,4.85,0.08,0.69,0.14,0.01,289,1179135.0,577060.4,0.0,0.0,0.0
46,Manitoba,2020-04-11,2020,48,17.17,4,2,0.28,3.41,0.14,0.49,0.29,0.02,242,1377248.0,540310.19,0.0,0.0,0.0
35,Ontario,2020-04-11,2020,3018,44.0,252,158,1.67,19.97,1.05,2.85,22.57,0.15,6648,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2020-04-11,2020,4514,129.52,622,419,7.15,51.91,4.82,7.42,59.86,0.69,11263,8559876.0,1298599.75,0.0,0.0,0.0
10,Newfoundland and Labrador,2020-04-11,2020,46,45.82,2,1,0.46,8.75,0.19,1.25,0.14,0.03,241,523345.0,358170.37,0.0,0.0,0.0
13,New Brunswick,2020-04-11,2020,14,13.79,0,0,0.0,1.72,0.0,0.25,0.0,0.0,112,780677.0,71248.5,0.0,0.0,0.0
12,Nova Scotia,2020-04-11,2020,177,41.41,2,2,0.21,17.33,0.21,2.48,0.31,0.03,422,977498.0,52824.71,0.0,0.0,0.0
11,Prince Edward Island,2020-04-11,2020,2,13.89,0,0,0.0,1.26,0.0,0.18,0.0,0.0,24,159369.0,5681.18,0.0,0.0,0.0
60,Yukon,2020-04-11,2020,2,18.27,0,0,0.0,3.81,0.0,0.54,0.0,0.0,8,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2020-04-11,2020,1,10.96,0,0,0.0,2.51,0.0,0.36,0.0,0.0,5,45270.0,1127711.92,0.0,0.0,0.0
62,Nunavut,2020-04-11,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,38720.0,1836993.78,0.0,0.0,0.0
99,Repatriated travellers,2020-04-11,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0
1,Canada,2020-04-11,2020,8442,57.19,990,625,2.54,21.68,1.61,3.1,89.31,0.23,22263,37909001.0,8788702.8,0.0,0.0,0.0
59,British Columbia,2020-04-18,2020,173,30.42,78,20,1.47,3.25,0.38,0.46,2.86,0.05,1618,5138710.0,920686.55,0.0,0.0,0.0
48,Alberta,2020-04-18,2020,941,54.85,57,12,1.25,20.71,0.26,2.96,1.71,0.04,2492,4401362.0,634658.27,0.0,0.0,0.0
47,Saskatchewan,2020-04-18,2020,24,26.2,4,0,0.33,2.01,0.0,0.29,0.0,0.0,313,1179135.0,577060.4,0.0,0.0,0.0
46,Manitoba,2020-04-18,2020,11,17.95,5,1,0.35,0.78,0.07,0.11,0.14,0.01,253,1377248.0,540310.19,0.0,0.0,0.0
35,Ontario,2020-04-18,2020,3362,66.25,511,259,3.38,22.25,1.71,3.18,37.0,0.24,10010,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2020-04-18,2020,5999,198.51,1275,653,14.66,68.99,7.51,9.86,93.29,1.07,17262,8559876.0,1298599.75,0.0,0.0,0.0
10,Newfoundland and Labrador,2020-04-18,2020,15,48.67,3,1,0.57,2.85,0.11,0.41,0.08,0.02,256,523345.0,358170.37,0.0,0.0,0.0
13,New Brunswick,2020-04-18,2020,6,14.53,0,0,0.0,0.74,0.0,0.11,0.0,0.0,118,780677.0,71248.5,0.0,0.0,0.0
12,Nova Scotia,2020-04-18,2020,228,63.78,7,5,0.71,22.37,0.5,3.2,0.73,0.07,650,977498.0,52824.71,0.0,0.0,0.0
11,Prince Edward Island,2020-04-18,2020,2,14.98,0,0,0.0,1.09,0.0,0.16,0.0,0.0,26,159369.0,5681.18,0.0,0.0,0.0
60,Yukon,2020-04-18,2020,2,22.08,0,0,0.0,3.81,0.0,0.54,0.0,0.0,10,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2020-04-18,2020,0,10.96,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,45270.0,1127711.92,0.0,0.0,0.0
62,Nunavut,2020-04-18,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,38720.0,1836993.78,0.0,0.0,0.0
