pruid,prname,date,reporting_year,numtotal_last7,ratecases_total,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7,totalcases,Population,Land_Area_Square_Kilometres,numtotal_atleast1dose,numtotal_partially,numtotal_fully
46,Manitoba,2020-11-21,2020,2851,944.07,217,65,15.4,202.31,4.61,28.9,9.29,0.66,13304,1377248.0,540310.19,0.0,0.0,0.0
35,Ontario,2020-11-21,2020,9617,677.58,3409,135,22.56,63.65,0.89,9.09,19.29,0.13,102378,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2020-11-21,2020,8075,1435.81,6930,209,79.69,92.86,2.4,13.27,29.86,0.34,124853,8559876.0,1298599.75,0.0,0.0,0.0
10,Newfoundland and Labrador,2020-11-21,2020,15,60.08,4,0,0.76,2.85,0.0,0.41,0.0,0.0,316,523345.0,358170.37,0.0,0.0,0.0
13,New Brunswick,2020-11-21,2020,60,52.21,6,0,0.74,7.39,0.0,1.06,0.0,0.0,424,780677.0,71248.5,0.0,0.0,0.0
12,Nova Scotia,2020-11-21,2020,36,115.47,65,0,6.37,3.56,0.0,0.51,0.0,0.0,1177,977498.0,52824.71,0.0,0.0,0.0
11,Prince Edward Island,2020-11-21,2020,1,40.17,0,0,0.0,0.59,0.0,0.08,0.0,0.0,69,159369.0,5681.18,0.0,0.0,0.0
60,Yukon,2020-11-21,2020,8,73.08,1,0,2.28,18.27,0.0,2.61,0.0,0.0,32,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2020-11-21,2020,1,32.89,0,0,0.0,3.13,0.0,0.45,0.0,0.0,15,45270.0,1127711.92,0.0,0.0,0.0
62,Nunavut,2020-11-21,2020,73,266.5,0,0,0.0,179.78,0.0,25.68,0.0,0.0,108,38720.0,1836993.78,0.0,0.0,0.0
99,Repatriated travellers,2020-11-21,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0
1,Canada,2020-11-21,2020,34186,826.14,11489,525,29.51,87.81,1.35,12.54,75.0,0.19,321616,37909001.0,8788702.8,0.0,0.0,0.0
59,British Columbia,2020-11-28,2020,5447,594.7,410,79,7.71,102.4,1.49,14.63,11.29,0.21,31634,5138710.0,920686.55,0.0,0.0,0.0
48,Alberta,2020-11-28,2020,9537,1233.52,567,74,12.48,209.92,1.63,29.99,10.57,0.23,56040,4401362.0,634658.27,0.0,0.0,0.0
47,Saskatchewan,2020-11-28,2020,1651,660.19,45,12,3.77,138.18,1.0,19.74,1.71,0.14,7888,1179135.0,577060.4,0.0,0.0,0.0
46,Manitoba,2020-11-28,2020,2814,1143.75,290,73,20.58,199.68,5.18,28.53,10.43,0.74,16118,1377248.0,540310.19,0.0,0.0,0.0
35,Ontario,2020-11-28,2020,10660,748.13,3548,139,23.48,70.55,0.92,10.08,19.86,0.13,113038,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2020-11-28,2020,9032,1539.68,7147,217,82.19,103.87,2.5,14.84,31.0,0.36,133885,8559876.0,1298599.75,0.0,0.0,0.0
10,Newfoundland and Labrador,2020-11-28,2020,17,63.31,4,0,0.76,3.23,0.0,0.46,0.0,0.0,333,523345.0,358170.37,0.0,0.0,0.0
13,New Brunswick,2020-11-28,2020,57,59.23,7,1,0.86,7.02,0.12,1.0,0.14,0.02,481,780677.0,71248.5,0.0,0.0,0.0
12,Nova Scotia,2020-11-28,2020,95,124.75,65,0,6.37,9.29,0.0,1.33,0.0,0.0,1272,977498.0,52824.71,0.0,0.0,0.0
11,Prince Edward Island,2020-11-28,2020,2,41.43,0,0,0.0,1.26,0.0,0.18,0.0,0.0,71,159369.0,5681.18,0.0,0.0,0.0
60,Yukon,2020-11-28,2020,12,99.72,1,0,2.28,26.64,0.0,3.81,0.0,0.0,44,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2020-11-28,2020,0,32.89,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15,45270.0,1127711.92,0.0,0.0,0.0
62,Nunavut,2020-11-28,2020,58,408.91,0,0,0.0,142.41,0.0,20.34,0.0,0.0,166,38720.0,1836993.78,0.0,0.0,0.0
99,Repatriated travellers,2020-11-28,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0
1,Canada,2020-11-28,2020,39381,927.3,12084,595,31.04,101.16,1.53,14.45,85.0,0.22,360998,37909001.0,8788702.8,0.0,0.0,0.0
59,British Columbia,2020-12-05,2020,5145,691.43,510,100,9.59,96.72,1.88,13.82,14.29,0.27,36779,5138710.0,920686.55,0.0,0.0,0.0
48,Alberta,2020-12-05,2020,12073,1499.26,681,114,14.99,265.74,2.51,37.96,16.29,0.36,68113,4401362.0,634658.27,0.0,0.0,0.0
47,Saskatchewan,2020-12-05,2020,1841,814.28,55,10,4.6,154.08,0.84,22.01,1.43,0.12,9729,1179135.0,577060.4,0.0,0.0,0.0
46,Manitoba,2020-12-05,2020,2305,1307.32,381,91,27.04,163.57,6.46,23.37,13.0,0.92,18423,1377248.0,540310.19,0.0,0.0,0.0
35,Ontario,2020-12-05,2020,12347,829.85,3677,129,24.34,81.72,0.85,11.67,18.43,0.12,125385,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2020-12-05,2020,10861,1664.58,7385,238,84.93,124.9,2.74,17.84,34.0,0.39,144746,8559876.0,1298599.75,0.0,0.0,0.0
10,Newfoundland and Labrador,2020-12-05,2020,14,65.97,4,0,0.76,2.66,0.0,0.38,0.0,0.0,347,523345.0,358170.37,0.0,0.0,0.0
13,New Brunswick,2020-12-05,2020,49,65.27,7,0,0.86,6.03,0.0,0.86,0.0,0.0,530,780677.0,71248.5,0.0,0.0,0.0
12,Nova Scotia,2020-12-05,2020,84,132.95,65,0,6.37,8.2,0.0,1.17,0.0,0.0,1356,977498.0,52824.71,0.0,0.0,0.0
11,Prince Edward Island,2020-12-05,2020,8,46.2,0,0,0.0,4.77,0.0,0.68,0.0,0.0,79,159369.0,5681.18,0.0,0.0,0.0
60,Yukon,2020-12-05,2020,8,118.75,1,0,2.28,19.03,0.0,2.72,0.0,0.0,52,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2020-12-05,2020,0,32.89,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15,45270.0,1127711.92,0.0,0.0,0.0
62,Nunavut,2020-12-05,2020,38,502.68,0,0,0.0,93.77,0.0,13.4,0.0,0.0,204,38720.0,1836993.78,0.0,0.0,0.0
99,Repatriated travellers,2020-12-05,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0
1,Canada,2020-12-05,2020,44773,1042.31,12766,682,32.79,115.01,1.75,16.43,97.43,0.25,405771,37909001.0,8788702.8,0.0,0.0,0.0
59,British Columbia,2020-12-12,2020,4716,780.09,626,116,11.77,88.66,2.18,12.67,16.57,0.31,41495,5138710.0,920686.55,0.0,0.0,0.0
48,Alberta,2020-12-12,2020,11660,1755.91,813,132,17.9,256.65,2.91,36.66,18.86,0.42,79773,4401362.0,634658.27,0.0,0.0,0.0
47,Saskatchewan,2020-12-12,2020,2018,983.17,86,31,7.2,168.9,2.59,24.13,4.43,0.37,11747,1179135.0,577060.4,0.0,0.0,0.0
46,Manitoba,2020-12-12,2020,2327,1472.44,483,102,34.27,165.13,7.24,23.59,14.57,1.03,20750,1377248.0,540310.19,0.0,0.0,0.0
35,Ontario,2020-12-12,2020,13119,916.67,3847,170,25.46,86.83,1.13,12.4,24.29,0.16,138504,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2020-12-12,2020,12237,1805.3,7647,262,87.94,140.73,3.01,20.1,37.43,0.43,156983,8559876.0,1298599.75,0.0,0.0,0.0
10,Newfoundland and Labrador,2020-12-12,2020,11,68.06,4,0,0.76,2.09,0.0,0.3,0.0,0.0,358,523345.0,358170.37,0.0,0.0,0.0
13,New Brunswick,2020-12-12,2020,25,68.34,8,1,0.99,3.08,0.12,0.44,0.14,0.02,555,780677.0,71248.5,0.0,0.0,0.0
12,Nova Scotia,2020-12-12,2020,52,138.02,65,0,6.37,5.07,0.0,0.72,0.0,0.0,1407,977498.0,52824.71,0.0,0.0,0.0
11,Prince Edward Island,2020-12-12,2020,8,50.89,0,0,0.0,4.69,0.0,0.67,0.0,0.0,87,159369.0,5681.18,0.0,0.0,0.0
60,Yukon,2020-12-12,2020,6,133.21,1,0,2.28,14.46,0.0,2.07,0.0,0.0,58,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2020-12-12,2020,4,42.29,0,0,0.0,9.4,0.0,1.34,0.0,0.0,19,45270.0,1127711.92,0.0,0.0,0.0
62,Nunavut,2020-12-12,2020,38,596.44,0,0,0.0,93.77,0.0,13.4,0.0,0.0,242,38720.0,1836993.78,0.0,0.0,0.0
99,Repatriated travellers,2020-12-12,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0
1,Canada,2020-12-12,2020,46221,1161.04,13580,814,34.88,118.73,2.09,16.96,116.29,0.3,451992,37909001.0,8788702.8,0.0,0.0,0.0
59,British Columbia,2020-12-19,2020,4557,865.75,752,126,14.14,85.67,2.37,12.24,18.0,0.34,46052,5138710.0,920686.55,3634.0,3634.0,0.0
48,Alberta,2020-12-19,2020,10222,1980.91,962,149,21.17,225.0,3.28,32.14,21.29,0.47,89995,4401362.0,634658.27,0.0,0.0,0.0
47,Saskatchewan,2020-12-19,2020,1580,1115.41,115,29,9.63,132.24,2.43,18.89,4.14,0.35,13327,1179135.0,577060.4,1048.0,1048.0,0.0
46,Manitoba,2020-12-19,2020,1880,1605.85,556,73,39.45,133.41,5.18,19.06,10.43,0.74,22630,1377248.0,540310.19,894.0,894.0,0.0
35,Ontario,2020-12-19,2020,15110,1016.68,4032,185,26.69,100.0,1.22,14.29,26.43,0.17,153614,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2020-12-19,2020,13954,1965.77,7926,279,91.15,160.47,3.21,22.92,39.86,0.46,170937,8559876.0,1298599.75,4728.0,4728.0,0.0
10,Newfoundland and Labrador,2020-12-19,2020,22,72.25,4,0,0.76,4.18,0.0,0.6,0.0,0.0,380,523345.0,358170.37,972.0,972.0,0.0
13,New Brunswick,2020-12-19,2020,19,70.68,8,0,0.99,2.34,0.0,0.33,0.0,0.0,574,780677.0,71248.5,0.0,0.0,0.0
12,Nova Scotia,2020-12-19,2020,32,141.14,65,0,6.37,3.12,0.0,0.45,0.0,0.0,1439,977498.0,52824.71,1092.0,1092.0,0.0
11,Prince Edward Island,2020-12-19,2020,3,52.81,0,0,0.0,1.92,0.0,0.27,0.0,0.0,90,159369.0,5681.18,0.0,0.0,0.0
60,Yukon,2020-12-19,2020,1,134.74,1,0,2.28,1.52,0.0,0.22,0.0,0.0,59,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2020-12-19,2020,4,50.75,0,0,0.0,8.46,0.0,1.21,0.0,0.0,23,45270.0,1127711.92,0.0,0.0,0.0
62,Nunavut,2020-12-19,2020,19,642.27,1,1,1.41,45.83,1.41,6.55,0.08,0.2,260,38720.0,1836993.78,0.0,0.0,0.0
99,Repatriated travellers,2020-12-19,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0
1,Canada,2020-12-19,2020,47402,1282.8,14422,842,37.04,121.76,2.16,17.39,120.22,0.31,499394,37909001.0,8788702.8,12368.0,12368.0,0.0
59,British Columbia,2020-12-26,2020,3516,931.85,847,95,15.92,66.1,1.79,9.44,13.57,0.26,49568,5138710.0,920686.55,12447.0,12447.0,0.0
48,Alberta,2020-12-26,2020,7399,2143.77,1117,155,24.59,162.86,3.41,23.27,22.14,0.49,97394,4401362.0,634658.27,4792.0,4792.0,0.0
47,Saskatchewan,2020-12-26,2020,1288,1223.21,134,19,11.22,107.8,1.59,15.4,2.71,0.23,14615,1179135.0,577060.4,1782.0,1782.0,0.0
46,Manitoba,2020-12-26,2020,994,1676.38,617,61,43.78,70.54,4.33,10.08,8.71,0.62,23624,1377248.0,540310.19,2177.0,2177.0,0.0
35,Ontario,2020-12-26,2020,15797,1121.23,4258,226,28.18,104.55,1.5,14.94,32.29,0.21,169411,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2020-12-26,2020,15385,2142.7,8255,329,94.93,176.93,3.78,25.28,47.0,0.54,186322,8559876.0,1298599.75,17221.0,17221.0,0.0
10,Newfoundland and Labrador,2020-12-26,2020,4,73.01,4,0,0.76,0.76,0.0,0.11,0.0,0.0,384,523345.0,358170.37,1785.0,1785.0,0.0
13,New Brunswick,2020-12-26,2020,16,72.65,8,0,0.99,1.97,0.0,0.28,0.0,0.0,590,780677.0,71248.5,2606.0,2606.0,0.0
12,Nova Scotia,2020-12-26,2020,30,144.07,65,0,6.37,2.93,0.0,0.42,0.0,0.0,1469,977498.0,52824.71,2218.0,2218.0,0.0
11,Prince Edward Island,2020-12-26,2020,4,54.99,0,0,0.0,2.18,0.0,0.31,0.0,0.0,94,159369.0,5681.18,1152.0,1152.0,0.0
60,Yukon,2020-12-26,2020,1,137.02,1,0,2.28,2.28,0.0,0.33,0.0,0.0,60,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2020-12-26,2020,1,52.63,0,0,0.0,1.88,0.0,0.27,0.0,0.0,24,45270.0,1127711.92,0.0,0.0,0.0
62,Nunavut,2020-12-26,2020,4,652.14,1,0,2.47,9.87,1.06,1.41,0.06,0.15,264,38720.0,1836993.78,0.0,0.0,0.0
99,Repatriated travellers,2020-12-26,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0
1,Canada,2020-12-26,2020,44438,1396.95,15307,885,39.32,114.15,2.27,16.31,126.49,0.32,543833,37909001.0,8788702.8,46180.0,46180.0,0.0
59,British Columbia,2021-01-02,2020,3594,999.42,901,54,16.94,67.56,1.02,9.65,7.71,0.15,53162,5138710.0,920686.55,24670.0,24670.0,0.0
48,Alberta,2021-01-02,2020,7225,2302.81,1268,151,27.91,159.03,3.32,22.72,21.57,0.47,104619,4401362.0,634658.27,13383.0,13383.0,0.0
47,Saskatchewan,2021-01-02,2020,1229,1326.08,158,24,13.22,102.86,2.01,14.69,3.43,0.29,15844,1179135.0,577060.4,3540.0,3540.0,0.0
46,Manitoba,2021-01-02,2020,1402,1775.87,678,61,48.11,99.49,4.33,14.21,8.71,0.62,25026,1377248.0,540310.19,3432.0,3432.0,0.0
35,Ontario,2021-01-02,2020,18587,1244.24,4516,258,29.89,123.02,1.71,17.57,36.86,0.24,187998,14686092.0,892411.76,0.0,0.0,0.0
24,Quebec,2021-01-02,2020,17778,2347.15,8588,333,98.76,204.45,3.83,29.21,47.57,0.55,204100,8559876.0,1298599.75,28310.0,28310.0,0.0
10,Newfoundland and Labrador,2021-01-02,2020,6,74.15,4,0,0.76,1.14,0.0,0.16,0.0,0.0,390,523345.0,358170.37,1785.0,1785.0,0.0
13,New Brunswick,2021-01-02,2020,21,75.24,9,1,1.11,2.59,0.12,0.37,0.14,0.02,611,780677.0,71248.5,2886.0,2886.0,0.0
12,Nova Scotia,2021-01-02,2020,28,146.83,65,0,6.37,2.76,0.0,0.39,0.0,0.0,1497,977498.0,52824.71,2720.0,2720.0,0.0
11,Prince Edward Island,2021-01-02,2020,3,56.58,0,0,0.0,1.59,0.0,0.23,0.0,0.0,97,159369.0,5681.18,1674.0,1674.0,0.0
60,Yukon,2021-01-02,2020,4,146.92,1,0,2.28,9.9,0.0,1.41,0.0,0.0,64,41699.0,472345.44,0.0,0.0,0.0
61,Northwest Territories,2021-01-02,2020,0,52.63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24,45270.0,1127711.92,130.0,130.0,0.0
62,Nunavut,2021-01-02,2020,2,656.37,1,0,2.47,4.23,0.0,0.6,0.0,0.0,266,38720.0,1836993.78,0.0,0.0,0.0
99,Repatriated travellers,2021-01-02,2020,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0
1,Canada,2021-01-02,2020,49879,1525.08,16189,882,41.59,128.12,2.27,18.3,126.0,0.32,593711,37909001.0,8788702.8,82530.0,82530.0,0.0
59,British Columbia,2021-01-09,2021,4008,1074.77,999,98,18.78,75.35,1.84,10.76,14.0,0.26,57170,5157293.0,920686.55,60215.0,60180.0,35.0
48,Alberta,2021-01-09,2021,7095,2458.98,1427,159,31.41,156.17,3.5,22.31,22.71,0.5,111714,4429077.0,634658.27,44298.0,43574.0,724.0
47,Saskatchewan,2021-01-09,2021,1963,1490.37,191,33,15.99,164.29,2.76,23.47,4.71,0.39,17807,1179119.0,577060.4,5528.0,4569.0,959.0
46,Manitoba,2021-01-09,2021,1140,1856.77,733,55,52.01,80.9,3.9,11.56,7.86,0.56,26166,1384025.0,540310.19,8694.0,7814.0,880.0
35,Ontario,2021-01-09,2021,23839,1402.02,4804,288,31.79,157.78,1.91,22.54,41.14,0.27,211837,14740102.0,892411.76,0.0,0.0,0.0
24,Quebec,2021-01-09,2021,17458,2547.91,8945,357,102.87,200.77,4.11,28.68,51.0,0.59,221558,8579010.0,1298599.75,83298.0,83298.0,0.0
10,Newfoundland and Labrador,2021-01-09,2021,2,74.53,4,0,0.76,0.38,0.0,0.05,0.0,0.0,392,519736.0,358170.37,2847.0,1994.0,853.0
13,New Brunswick,2021-01-09,2021,154,94.2,9,0,1.11,18.96,0.0,2.71,0.0,0.0,765,784472.0,71248.5,6241.0,6241.0,0.0
12,Nova Scotia,2021-01-09,2021,28,149.55,65,0,6.37,2.72,0.0,0.39,0.0,0.0,1525,981793.0,52824.71,2755.0,1679.0,1076.0
11,Prince Edward Island,2021-01-09,2021,4,58.84,0,0,0.0,2.26,0.0,0.32,0.0,0.0,100,161662.0,5681.18,2485.0,2485.0,0.0
60,Yukon,2021-01-09,2021,6,159.86,1,0,2.28,12.94,0.0,1.85,0.0,0.0,70,42401.0,472345.44,495.0,495.0,0.0
61,Northwest Territories,2021-01-09,2021,0,52.63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24,45355.0,1127711.92,511.0,511.0,0.0
62,Nunavut,2021-01-09,2021,0,656.37,1,0,2.47,0.0,0.0,0.0,0.0,0.0,266,39405.0,1836993.78,26.0,26.0,0.0
99,Repatriated travellers,2021-01-09,2021,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0
1,Canada,2021-01-09,2021,55696,1668.15,17179,990,44.13,143.07,2.54,20.44,141.43,0.36,649408,38043450.0,8788702.8,217393.0,212866.0,4527.0
59,British Columbia,2021-01-16,2021,3531,1141.15,1064,65,20.0,66.38,1.22,9.48,9.29,0.17,60701,5157293.0,920686.55,89715.0,89668.0,47.0
48,Alberta,2021-01-16,2021,5359,2576.93,1558,131,34.29,117.96,2.88,16.85,18.71,0.41,117073,4429077.0,634658.27,81859.0,77784.0,4075.0
47,Saskatchewan,2021-01-16,2021,2178,1672.66,212,21,17.74,182.29,1.76,26.04,3.0,0.25,19985,1179119.0,577060.4,14323.0,12578.0,1745.0
46,Manitoba,2021-01-16,2021,1156,1938.8,761,28,54.0,82.03,1.99,11.72,4.0,0.28,27322,1384025.0,540310.19,16499.0,14355.0,2144.0
35,Ontario,2021-01-16,2021,22527,1551.11,5216,412,34.52,149.09,2.73,21.3,58.86,0.39,234364,14740102.0,892411.76,189240.0,178383.0,10857.0
24,Quebec,2021-01-16,2021,14061,2709.62,9321,376,107.19,161.7,4.32,23.1,53.71,0.62,235619,8579010.0,1298599.75,145783.0,145783.0,0.0
10,Newfoundland and Labrador,2021-01-16,2021,3,75.1,4,0,0.76,0.57,0.0,0.08,0.0,0.0,395,519736.0,358170.37,4250.0,2516.0,1734.0
13,New Brunswick,2021-01-16,2021,146,112.18,12,3,1.48,17.98,0.37,2.57,0.43,0.05,911,784472.0,71248.5,7918.0,5353.0,2565.0
12,Nova Scotia,2021-01-16,2021,25,152.02,65,0,6.37,2.47,0.0,0.35,0.0,0.0,1550,981793.0,52824.71,5740.0,3533.0,2207.0
11,Prince Edward Island,2021-01-16,2021,7,62.69,0,0,0.0,3.85,0.0,0.55,0.0,0.0,107,161662.0,5681.18,4308.0,2913.0,1395.0
60,Yukon,2021-01-16,2021,0,159.86,1,0,2.28,0.0,0.0,0.0,0.0,0.0,70,42401.0,472345.44,1309.0,1309.0,0.0
61,Northwest Territories,2021-01-16,2021,3,58.89,0,0,0.0,6.26,0.0,0.89,0.0,0.0,27,45355.0,1127711.92,1891.0,1891.0,0.0
62,Nunavut,2021-01-16,2021,0,656.37,1,0,2.47,0.0,0.0,0.0,0.0,0.0,266,39405.0,1836993.78,2141.0,2141.0,0.0
99,Repatriated travellers,2021-01-16,2021,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0
1,Canada,2021-01-16,2021,48996,1794.0,18215,1036,46.79,125.86,2.66,17.98,148.0,0.38,698403,38043450.0,8788702.8,564976.0,538207.0,26769.0
59,British Columbia,2021-01-23,2021,3310,1203.37,1128,64,21.21,62.23,1.2,8.89,9.14,0.17,64011,5157293.0,920686.55,118152.0,114792.0,3360.0
48,Alberta,2021-01-23,2021,3926,2663.35,1672,114,36.8,86.42,2.51,12.35,16.29,0.36,120999,4429077.0,634658.27,89557.0,80088.0,9469.0
47,Saskatchewan,2021-01-23,2021,1932,1834.36,250,38,20.92,161.7,3.18,23.1,5.43,0.45,21917,1179119.0,577060.4,23687.0,21222.0,2465.0
46,Manitoba,2021-01-23,2021,1154,2020.69,797,36,56.56,81.89,2.55,11.7,5.14,0.36,28476,1384025.0,540310.19,25839.0,22443.0,3396.0
35,Ontario,2021-01-23,2021,18221,1671.71,5622,406,37.21,120.59,2.69,17.23,58.0,0.38,252585,14740102.0,892411.76,249132.0,217691.0,31441.0
24,Quebec,2021-01-23,2021,10511,2830.49,9704,383,111.6,120.88,4.4,17.27,54.71,0.63,246130,8579010.0,1298599.75,218827.0,218827.0,0.0
10,Newfoundland and Labrador,2021-01-23,2021,3,75.67,4,0,0.76,0.57,0.0,0.08,0.0,0.0,398,519736.0,358170.37,7448.0,5711.0,1737.0
13,New Brunswick,2021-01-23,2021,193,135.95,13,1,1.6,23.77,0.12,3.4,0.14,0.02,1104,784472.0,71248.5,11516.0,8675.0,2841.0
12,Nova Scotia,2021-01-23,2021,17,153.67,65,0,6.37,1.65,0.0,0.24,0.0,0.0,1567,981793.0,52824.71,8288.0,5580.0,2708.0
11,Prince Edward Island,2021-01-23,2021,3,64.45,0,0,0.0,1.76,0.0,0.25,0.0,0.0,110,161662.0,5681.18,5231.0,3339.0,1892.0
60,Yukon,2021-01-23,2021,0,159.86,1,0,2.28,0.0,0.0,0.0,0.0,0.0,70,42401.0,472345.44,3950.0,3950.0,0.0
61,Northwest Territories,2021-01-23,2021,3,66.1,0,0,0.0,7.2,0.0,1.03,0.0,0.0,30,45355.0,1127711.92,9471.0,9471.0,0.0
62,Nunavut,2021-01-23,2021,9,678.93,1,0,2.47,22.56,0.0,3.22,0.0,0.0,275,39405.0,1836993.78,4448.0,4448.0,0.0
99,Repatriated travellers,2021-01-23,2021,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0
1,Canada,2021-01-23,2021,39282,1894.91,19257,1042,49.47,100.91,2.68,14.42,148.86,0.38,737686,38043450.0,8788702.8,775546.0,716237.0,59309.0
59,British Columbia,2021-01-30,2021,3176,1263.08,1189,61,22.35,59.71,1.15,8.53,8.71,0.16,67187,5157293.0,920686.55,135503.0,130911.0,4592.0
48,Alberta,2021-01-30,2021,3036,2730.18,1744,72,38.39,66.83,1.58,9.55,10.29,0.23,124035,4429077.0,634658.27,90238.0,74244.0,15994.0
47,Saskatchewan,2021-01-30,2021,1709,1977.4,300,50,25.11,143.04,4.18,20.43,7.14,0.6,23626,1179119.0,577060.4,27235.0,24157.0,3078.0
46,Manitoba,2021-01-30,2021,970,2089.52,825,28,58.54,68.83,1.99,9.83,4.0,0.28,29446,1384025.0,540310.19,32441.0,23938.0,8503.0
35,Ontario,2021-01-30,2021,13778,1762.89,6005,383,39.74,91.19,2.53,13.03,54.71,0.36,266363,14740102.0,892411.76,270795.0,201946.0,68849.0
24,Quebec,2021-01-30,2021,8754,2931.16,9984,280,114.82,100.67,3.22,14.38,40.0,0.46,254884,8579010.0,1298599.75,239499.0,239499.0,0.0
10,Newfoundland and Labrador,2021-01-30,2021,10,77.57,4,0,0.76,1.9,0.0,0.27,0.0,0.0,408,519736.0,358170.37,8353.0,5591.0,2762.0
13,New Brunswick,2021-01-30,2021,126,151.47,18,5,2.22,15.52,0.62,2.22,0.71,0.09,1230,784472.0,71248.5,12791.0,8326.0,4465.0
12,Nova Scotia,2021-01-30,2021,11,154.76,65,0,6.37,1.09,0.0,0.16,0.0,0.0,1578,981793.0,52824.71,12090.0,9361.0,2729.0
11,Prince Edward Island,2021-01-30,2021,2,65.45,0,0,0.0,1.0,0.0,0.14,0.0,0.0,112,161662.0,5681.18,5286.0,2721.0,2565.0
60,Yukon,2021-01-30,2021,0,159.86,1,0,2.28,0.0,0.0,0.0,0.0,0.0,70,42401.0,472345.44,7355.0,7355.0,0.0
61,Northwest Territories,2021-01-30,2021,1,67.98,0,0,0.0,1.88,0.0,0.27,0.0,0.0,31,45355.0,1127711.92,12247.0,12122.0,125.0
62,Nunavut,2021-01-30,2021,14,712.77,1,0,2.47,33.84,0.0,4.83,0.0,0.0,289,39405.0,1836993.78,5464.0,5464.0,0.0
99,Repatriated travellers,2021-01-30,2021,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0
1,Canada,2021-01-30,2021,31586,1976.04,20136,879,51.72,81.14,2.26,11.59,125.57,0.32,769272,38043450.0,8788702.8,859297.0,745635.0,113662.0
59,British Columbia,2021-02-06,2021,2957,1318.67,1246,57,23.42,55.59,1.07,7.94,8.14,0.15,70144,5157293.0,920686.55,143002.0,130874.0,12128.0
48,Alberta,2021-02-06,2021,2596,2787.32,1802,58,39.66,57.14,1.28,8.16,8.29,0.18,126631,4429077.0,634658.27,90668.0,68989.0,21679.0
47,Saskatchewan,2021-02-06,2021,1583,2109.89,336,36,28.12,132.49,3.01,18.93,5.14,0.43,25209,1179119.0,577060.4,29782.0,24376.0,5406.0
46,Manitoba,2021-02-06,2021,712,2140.04,842,17,59.75,50.52,1.21,7.22,2.43,0.17,30158,1384025.0,540310.19,33641.0,19998.0,13643.0
35,Ontario,2021-02-06,2021,10355,1831.43,6331,326,41.9,68.53,2.16,9.79,46.57,0.31,276718,14740102.0,892411.76,277440.0,175696.0,101744.0
24,Quebec,2021-02-06,2021,7418,3016.47,10199,215,117.29,85.31,2.47,12.19,30.71,0.35,262302,8579010.0,1298599.75,257501.0,257501.0,0.0
10,Newfoundland and Labrador,2021-02-06,2021,7,78.9,4,0,0.76,1.33,0.0,0.19,0.0,0.0,415,519736.0,358170.37,8890.0,4822.0,4068.0
13,New Brunswick,2021-02-06,2021,107,164.64,20,2,2.46,13.18,0.25,1.88,0.29,0.04,1337,784472.0,71248.5,13262.0,7843.0,5419.0
12,Nova Scotia,2021-02-06,2021,6,155.39,65,0,6.37,0.63,0.0,0.09,0.0,0.0,1585,981793.0,52824.71,12849.0,7716.0,5133.0
11,Prince Edward Island,2021-02-06,2021,2,66.54,0,0,0.0,1.09,0.0,0.16,0.0,0.0,114,161662.0,5681.18,5309.0,1796.0,3513.0
